customer_id,email,signup_date,gender,region,loyalty_tier
C00402,trevinoalexander@ruiz.com,13-09-24,FEMALE,South,SILVER
C00403,pwalker@moon-flores.com,12-02-25,FEMALE,East,SILVER
C00404,shawrachel@gmail.com,30-09-24,MALE,East,GOLD
C00405,djones@ayala-collins.com,05-02-25,Other,West,SILVER
C00406,woodkelly@yahoo.com,19-04-25,FEMALE,North,BRONZE
C00407,frichardson@oconnor.com,02-09-24,FEMALE,East,GOLD
C00408,ijohnson@fields-steele.com,13-11-24,MALE,East,BRONZE
C00409,usweeney@garcia-moreno.com,16-12-24,FEMALE,Central,GOLD
C00410,kaufmandouglas@yahoo.com,11-08-24,FEMALE,North,SILVER
C00411,phyllismeyer@huang.org,12-08-24,MALE,East,GOLD
C00412,kjones@graham.com,27-10-24,MALE,South,SILVER
C00413,sara65@yahoo.com,28-12-24,FEMALE,Central,GOLD
C00414,charlesharris@hotmail.com,17-08-24,MALE,South,GOLD
C00415,martinsteven@martinez-howard.com,28-12-24,FEMALE,South,GOLD
C00416,hbaker@gmail.com,05-09-24,FEMALE,West,GOLD
C00417,lewismelissa@gmail.com,10-08-24,FEMALE,Central,GOLD
C00418,randy04@wilkins-thompson.biz,02-06-25,MALE,North,GOLD
C00419,codygarcia@gmail.com,22-08-24,FEMALE,South,BRONZE
C00420,greertoni@gonzalez.com,29-03-25,MALE,East,BRONZE
C00421,samantha10@gonzalez.info,16-05-25,FEMALE,West,GOLD
C00422,steinmaria@martinez-dunlap.com,09-09-24,Other,North,SILVER
C00423,ycrawford@hotmail.com,18-12-24,MALE,East,BRONZE
C00424,jason24@griffin-hernandez.org,03-03-25,Other,West,SILVER
C00425,victor87@miller.com,15-12-24,MALE,North,BRONZE
C00426,crystalpham@mayo.com,08-01-25,MALE,East,GOLD
C00427,roberta85@yahoo.com,19-10-24,,South,SILVER
C00428,floresjeffery@brown-frey.net,21-11-24,FEMALE,North,GOLD
C00429,craigsandoval@ferguson-moody.com,28-04-25,FEMALE,Central,BRONZE
C00430,lkelly@young.com,25-06-25,FEMALE,East,GOLD
C00431,stacey92@vaughan.info,01-02-25,FEMALE,Central,GOLD
C00432,tracydavis@gmail.com,24-02-25,FEMALE,North,BRONZE
C00433,foxaaron@harris.com,29-07-24,FEMALE,Central,SILVER
C00434,brendastark@mathis.com,28-11-24,MALE,West,GOLD
C00435,rogersmarcus@gmail.com,16-04-25,MALE,Central,SILVER
C00436,lbanks@hotmail.com,09-02-25,FEMALE,North,GOLD
C00437,elizabetholsen@yahoo.com,02-11-24,Other,West,SILVER
C00438,gregorysmith@hotmail.com,13-02-25,Other,Central,GOLD
C00439,whitelucas@hotmail.com,29-09-24,Other,North,BRONZE
C00440,vtaylor@young.com,10-03-25,Other,North,GOLD
C00441,sean43@steele.com,,FEMALE,South,BRONZE
C00442,williamssamuel@costa-wilkerson.info,13-06-25,MALE,North,BRONZE
C00443,amy17@hotmail.com,15-03-25,FEMALE,West,SILVER
C00444,shannonlloyd@phillips.com,15-08-24,FEMALE,West,GOLD
C00445,george62@jones.com,21-02-25,MALE,West,SILVER
C00446,reynoldsdesiree@hotmail.com,16-06-25,Other,West,SILVER
C00447,brianrivera@gmail.com,11-12-24,FEMALE,Central,SILVER
C00448,kenneth10@yahoo.com,13-02-25,FEMALE,South,SILVER
C00449,briansmith@gmail.com,28-10-24,FEMALE,East,SILVER
C00450,collinclark@hotmail.com,27-10-24,FEMALE,East,GOLD
C00451,tanthony@ruiz-jacobson.com,10-08-24,FEMALE,North,GOLD
C00452,nathanjames@gmail.com,26-12-24,FEMALE,West,BRONZE
C00453,scott43@elliott-hernandez.com,08-08-24,MALE,West,SILVER
C00454,larellano@gmail.com,05-02-25,FEMALE,South,GOLD
C00455,acardenas@mcdaniel.com,06-01-25,MALE,South,SILVER
C00456,fostermelissa@gmail.com,16-01-25,MALE,East,BRONZE
C00457,averyshane@stanton.com,22-07-24,FEMALE,South,GOLD
C00458,mcneilryan@hotmail.com,01-09-24,Other,North,GOLD
C00459,renee11@yahoo.com,07-02-25,FEMALE,North,GOLD
C00460,melissa87@gmail.com,07-05-25,Other,West,GOLD
C00461,perryeddie@hotmail.com,17-02-25,FEMALE,South,SILVER
C00462,hartcraig@dillon-beard.biz,16-10-24,Other,West,GOLD
C00463,earmstrong@gmail.com,10-09-24,Other,West,BRONZE
C00464,mthomas@hotmail.com,01-04-25,MALE,Central,GOLD
C00465,fosternatasha@hotmail.com,06-10-24,FEMALE,Central,GOLD
C00466,xmccall@morgan.com,22-10-24,MALE,North,GOLD
C00467,comptonjeremy@yahoo.com,20-04-25,Other,North,GOLD
C00468,joseph69@hotmail.com,09-08-24,FEMALE,North,GOLD
C00469,alewis@washington.com,22-01-25,FEMALE,North,SILVER
C00470,,17-07-24,FEMALE,North,SILVER
,nancygonzalez@wright.com,27-06-25,MALE,Central,SILVER
C00472,joshuacolon@hotmail.com,07-12-24,MALE,South,SILVER
C00473,allentracy@thompson-harrell.org,05-02-25,MALE,North,BRONZE
C00474,frank41@yahoo.com,16-07-24,FEMALE,East,BRONZE
C00475,martinashley@gmail.com,03-06-25,FEMALE,North,BRONZE
C00476,ericaadams@palmer-hancock.com,06-01-25,FEMALE,East,BRONZE
C00477,carolynsmith@franklin-hahn.com,17-12-24,MALE,West,BRONZE
C00478,stephen37@yahoo.com,25-03-25,FEMALE,South,GOLD
C00479,smithyvonne@yahoo.com,09-02-25,MALE,South,GOLD
C00480,gabrielle71@yahoo.com,21-10-24,Other,Central,SILVER
C00481,jose43@gmail.com,22-01-25,FEMALE,North,GOLD
C00482,trujilloleah@powell.com,17-03-25,MALE,West,GOLD
C00483,jordan66@yahoo.com,18-04-25,FEMALE,East,GOLD
C00484,matthewreeves@nichols.com,19-01-25,MALE,North,GOLD
C00485,marywalter@gmail.com,28-10-24,MALE,South,BRONZE
C00486,qanderson@stokes.com,17-03-25,MALE,East,GOLD
C00487,michaelgarner@fisher-eaton.com,15-10-24,FEMALE,North,GOLD
C00488,eyork@gmail.com,07-06-25,MALE,North,SILVER
C00489,gpreston@dillon.net,29-10-24,FEMALE,West,BRONZE
C00490,pittsedward@gmail.com,16-11-24,MALE,North,SILVER
C00491,tthomas@gmail.com,04-05-25,Other,Central,GOLD
C00492,lcook@walters-smith.com,25-09-24,MALE,Central,GOLD
C00493,tracygallagher@anderson.biz,09-12-24,FEMALE,South,GOLD
C00494,creyes@hotmail.com,21-09-24,FEMALE,North,GOLD
C00495,mcclainkatherine@hotmail.com,18-09-24,MALE,Central,GOLD
C00496,simsjohn@wiley.net,19-02-25,FEMALE,Central,GOLD
C00497,cameronwilliams@yahoo.com,30-12-24,,West,GOLD
C00498,ibarron@yahoo.com,21-06-25,MALE,South,SILVER
C00499,karen26@gmail.com,02-10-24,FEMALE,North,GOLD
C00500,jasonjohnson@jackson.com,28-11-24,MALE,North,GOLD
